Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.2,s13a.b.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
13697,974,Deodorant G,0,6,1,3,5,3,5,1,4,1,4,5,3,5,4,4,5,5,1,5,3,2,2,1,3,3,1,5,4,-1,0,0,0,0,0,,,,0,0,0,0,,0,,2,1,1,2,6,7,7,4,4,5,3,1,2,0,0,2
13698,974,Deodorant G,1,3,1,1,4,4,3,1,3,4,5,1,4,5,4,5,4,5,1,3,5,3,2,5,2,5,5,5,5,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,3,3,1,6,8,2,4,1,6,6,2,1,0,0,1
13699,974,Deodorant G,0,6,3,1,2,1,2,1,3,2,5,5,3,4,5,2,1,5,1,4,3,2,3,4,5,1,3,1,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,4,1,2,5,8,6,4,1,2,3,2,2,0,0,1
13700,974,Deodorant G,0,6,2,4,1,4,3,2,4,3,4,5,2,5,4,1,4,5,4,1,3,1,3,1,3,5,5,3,2,1,0,0,1,0,0,,,,0,0,0,0,,0,,1,1,3,1,6,9,2,4,1,3,7,1,1,0,0,6
13701,974,Deodorant G,1,4,1,3,2,3,5,1,2,5,3,3,3,5,4,2,5,5,1,5,2,2,4,1,1,5,3,4,1,1,0,1,0,0,0,,,,0,0,0,0,,0,,3,1,3,3,7,4,5,4,1,4,7,2,6,0,0,3
13702,974,Deodorant G,0,5,0,3,1,3,4,2,2,5,5,5,4,4,1,1,5,5,2,5,2,2,5,5,2,1,1,3,2,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,2,3,2,2,8,7,4,1,5,6,2,1,0,0,1
13703,974,Deodorant G,0,7,1,3,5,1,4,3,2,3,3,2,3,5,2,4,5,4,3,3,4,3,1,2,2,4,5,3,5,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,3,2,5,7,7,4,1,4,3,2,6,0,0,5
13704,974,Deodorant G,0,7,1,4,1,3,1,1,5,5,3,5,3,2,4,2,3,3,2,4,3,2,3,4,1,3,4,4,1,-1,0,0,0,0,0,,,,0,0,0,1,,0,,5,4,2,3,5,2,2,4,1,3,8,3,1,0,0,2
13705,974,Deodorant G,0,5,1,3,1,1,3,2,5,1,4,5,3,4,3,5,5,4,1,5,4,3,3,5,2,5,2,5,5,4,1,0,0,0,0,,,,0,0,0,0,,0,,3,2,3,1,7,6,2,4,1,4,3,1,1,0,0,3
13706,974,Deodorant G,0,6,2,2,1,4,1,1,1,1,3,3,4,5,1,2,4,4,3,4,5,4,2,5,1,4,1,3,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,2,1,3,3,6,7,3,4,1,3,8,1,2,0,0,2
13707,974,Deodorant G,0,6,2,3,3,5,3,3,4,3,5,4,5,5,5,5,1,5,1,3,4,4,5,5,4,4,5,2,1,0,0,0,0,0,0,,,,0,0,0,0,,0,,5,5,1,2,3,3,2,4,1,2,3,1,1,0,0,5
13708,974,Deodorant G,0,7,1,2,5,5,2,2,4,2,2,3,5,5,2,4,3,3,1,4,3,4,5,2,4,5,4,3,1,2,0,1,0,0,0,,,,0,0,0,0,,0,,4,1,3,3,6,10,1,4,1,4,7,1,1,0,0,1
13709,974,Deodorant G,0,5,1,3,5,5,3,2,2,3,3,4,5,5,4,2,5,2,1,4,4,1,3,4,4,5,3,5,1,0,0,0,0,0,0,,,,0,0,0,0,,0,,4,3,3,1,7,9,7,4,1,5,6,1,6,0,0,2
13710,974,Deodorant G,1,4,0,4,3,3,5,3,4,3,5,3,3,5,5,4,4,4,1,3,5,4,2,1,3,5,3,5,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,1,2,5,8,3,4,3,4,4,1,3,0,0,4
13711,974,Deodorant G,0,7,2,4,2,2,1,1,1,5,5,4,4,5,1,5,4,4,1,4,2,1,2,2,5,4,4,3,1,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,3,2,7,7,2,4,3,3,3,1,3,0,0,2
13712,974,Deodorant G,0,6,0,3,4,3,1,5,2,1,5,3,3,5,1,1,4,5,2,4,3,5,2,2,3,3,5,5,4,1,0,0,1,0,0,,,,0,0,0,0,,0,,3,3,2,1,3,10,7,4,1,3,5,2,1,0,0,3
13713,974,Deodorant G,0,7,2,3,4,4,4,1,3,1,4,4,3,5,3,2,3,5,4,5,3,4,5,3,3,4,3,4,1,0,0,0,0,0,0,,,,0,0,0,0,,0,,1,2,1,2,7,8,2,4,1,3,4,1,1,0,0,3
13714,974,Deodorant G,0,7,2,3,3,5,5,2,4,2,4,3,2,5,4,5,5,3,1,2,4,2,2,4,4,4,2,4,1,0,0,0,0,0,0,,,,0,0,0,0,,0,,3,5,2,3,5,2,7,4,1,4,6,1,1,0,0,1
13715,974,Deodorant G,1,4,1,3,1,5,2,4,4,1,1,5,4,4,5,5,4,5,2,4,2,1,3,3,4,4,5,3,4,0,0,0,0,0,0,,,,0,0,0,0,,0,,4,5,3,1,5,10,2,4,1,5,5,1,5,0,0,2
13716,974,Deodorant G,1,3,2,3,4,3,5,1,5,3,4,1,3,4,4,1,5,4,2,5,1,5,4,3,4,4,3,4,3,3,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,3,3,1,9,2,4,1,4,6,2,1,0,0,1
13717,974,Deodorant G,0,6,1,3,2,1,1,1,5,1,2,1,5,3,5,3,3,4,2,5,5,1,3,3,4,5,3,1,2,2,1,1,0,0,0,,,,0,0,0,0,,0,,2,3,3,3,6,7,2,4,1,3,3,1,1,0,0,4
13718,974,Deodorant G,0,6,3,3,1,5,5,2,3,1,3,2,5,1,4,3,4,5,1,5,3,1,3,5,4,5,5,4,5,2,0,0,0,0,0,,,,0,0,0,0,,0,,2,1,2,2,5,9,2,4,1,3,6,2,1,0,0,3
13719,974,Deodorant G,0,7,1,3,1,3,4,1,4,1,1,1,5,5,3,1,4,5,1,1,4,2,3,1,2,4,4,5,4,0,0,0,0,0,0,,,,0,0,0,1,,0,,3,1,3,1,2,9,2,4,1,3,6,1,1,0,0,3
13720,974,Deodorant G,1,3,1,2,3,5,1,2,4,2,5,5,4,4,3,2,5,5,1,3,3,4,1,3,5,5,1,3,5,3,0,0,0,0,0,,,,0,1,0,0,,0,,4,5,1,2,2,7,5,4,1,5,4,2,2,0,0,1
13721,974,Deodorant G,0,6,1,3,2,4,4,2,4,2,3,1,5,2,2,3,4,2,1,5,1,2,1,5,2,5,4,2,3,2,0,0,0,0,0,,,,0,0,1,0,,0,,2,4,3,1,5,8,6,4,1,2,5,3,1,0,0,6
13722,974,Deodorant G,0,7,1,3,1,5,3,3,4,1,4,4,1,5,5,1,4,4,5,4,1,5,5,5,5,3,3,2,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,2,3,2,3,6,7,2,4,3,4,3,1,2,0,0,6
13723,974,Deodorant G,1,4,1,2,3,4,5,3,3,1,5,5,3,1,4,1,2,3,1,5,2,3,1,1,3,2,5,5,5,-1,0,0,0,0,0,,,,0,0,0,0,,0,,3,4,3,2,5,9,7,4,1,4,5,2,1,0,0,6
13724,974,Deodorant G,0,6,1,3,1,4,5,5,4,2,3,5,4,5,5,1,5,4,1,3,2,1,3,5,2,1,4,3,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,3,1,1,6,10,2,4,4,2,7,1,2,0,0,2
13725,974,Deodorant G,1,4,1,4,4,2,3,1,5,1,5,5,4,5,3,4,4,2,2,4,5,2,4,5,3,4,4,4,3,4,0,0,0,0,0,,,,0,0,0,0,,0,,4,4,3,1,6,6,6,4,1,4,4,1,3,0,0,2
13726,974,Deodorant G,0,6,0,3,1,4,3,2,5,1,4,5,5,5,4,2,4,5,1,4,5,1,3,3,5,5,5,4,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,1,3,2,6,10,7,4,2,4,4,1,1,0,0,6
13727,974,Deodorant G,0,5,0,3,2,5,4,4,4,5,5,4,5,5,4,2,1,5,3,4,1,3,2,2,5,5,4,1,4,0,0,0,0,0,0,,,,0,0,0,0,,0,,1,3,3,1,3,9,7,4,1,4,4,2,3,0,0,3
13728,974,Deodorant G,0,7,3,3,1,5,4,1,4,1,5,1,5,3,1,1,4,5,5,4,4,1,3,1,2,1,2,4,2,2,0,0,0,0,0,,,,0,0,0,0,,0,,3,1,3,3,6,4,3,4,1,2,2,1,1,0,0,3
13729,974,Deodorant G,1,4,1,3,3,4,4,1,4,2,4,4,4,3,5,1,5,5,1,5,4,4,2,4,2,5,5,5,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,3,2,3,1,2,4,2,2,4,1,6,0,0,1
13730,974,Deodorant G,0,7,2,3,1,5,3,1,4,2,3,1,5,2,2,4,4,5,3,4,1,2,4,4,1,5,4,3,2,0,0,0,0,0,0,,,,0,0,0,0,,0,,4,1,3,1,5,9,2,4,3,2,7,2,2,0,0,2
13731,974,Deodorant G,0,6,1,4,1,5,3,1,3,4,5,4,4,1,4,4,3,3,3,3,5,1,4,2,3,4,3,5,4,3,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,3,2,6,9,2,4,1,4,3,2,3,0,0,4
13732,974,Deodorant G,0,6,2,3,2,4,5,5,5,3,4,4,3,4,2,1,5,2,1,4,3,1,4,2,3,4,2,4,5,2,0,1,0,0,0,,,,0,0,0,0,,0,,5,1,1,1,1,8,2,4,3,4,4,2,1,0,0,3
13733,974,Deodorant G,1,4,1,3,2,3,3,2,2,3,4,4,3,2,4,4,1,4,4,5,2,5,2,1,4,2,5,5,5,3,0,0,0,0,0,,,,0,0,0,0,,0,,5,4,2,2,1,10,2,4,5,2,7,1,3,0,0,2
13734,974,Deodorant G,0,7,3,3,4,4,2,1,4,2,3,4,4,3,1,3,4,4,3,4,3,4,4,1,1,4,5,4,3,1,0,0,0,0,0,,,,0,0,0,1,,0,,4,4,2,1,6,9,5,4,3,2,7,1,1,0,0,3
13735,974,Deodorant G,0,6,1,3,2,4,3,3,5,3,5,5,1,5,3,1,3,2,1,5,1,4,2,5,4,5,4,4,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,3,1,2,1,8,5,4,2,4,3,2,1,0,0,2
13736,974,Deodorant G,0,5,1,4,3,5,5,5,1,1,5,5,4,3,3,3,4,4,1,5,4,4,5,1,5,5,4,2,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,2,1,4,7,3,4,1,3,2,1,2,0,0,2
13737,974,Deodorant G,0,6,3,3,1,4,4,3,2,2,4,4,4,2,4,4,5,4,1,4,2,4,5,2,1,5,5,4,2,1,0,0,0,0,0,,,,0,0,0,0,,0,,4,1,3,1,6,4,6,4,2,2,3,1,3,0,0,6
13738,974,Deodorant G,0,6,3,4,1,4,1,1,4,4,1,3,5,4,5,4,3,5,1,1,5,5,4,1,4,5,5,5,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,2,3,1,8,3,4,1,3,4,2,1,0,0,4
13739,974,Deodorant G,0,5,1,3,3,5,3,2,3,3,3,1,3,5,5,5,5,5,5,5,3,5,1,1,2,3,5,4,2,1,0,0,0,0,0,,,,0,0,0,0,,0,,4,2,3,2,5,10,5,4,4,2,5,1,2,0,1,6
13740,974,Deodorant G,1,4,1,3,4,5,5,2,1,4,3,4,4,4,1,3,4,2,1,5,4,2,3,3,5,3,1,4,1,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,4,1,3,1,7,2,4,3,3,2,1,2,0,0,2
13741,974,Deodorant G,1,3,0,2,4,5,1,4,5,1,5,5,2,4,5,5,5,4,1,5,4,2,2,4,4,4,1,5,5,1,0,0,0,0,0,,,,0,0,0,0,,0,,4,5,2,2,7,3,3,4,1,2,4,2,1,0.1,0,2
13742,974,Deodorant G,1,4,2,3,2,2,5,2,5,2,1,2,2,1,3,1,5,5,1,5,1,3,2,5,5,4,5,4,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,1,5,2,1,5,1,3,4,2,4,5,1,3,0,0,3
13743,974,Deodorant G,0,7,2,4,1,4,4,1,3,1,3,5,3,3,5,5,5,5,2,1,2,1,2,2,2,2,2,5,1,2,0,0,0,0,0,,,,0,0,0,0,,0,,4,2,1,3,5,7,2,4,5,4,7,2,3,0,0,4
13744,974,Deodorant G,0,6,3,3,1,5,5,4,3,1,3,5,4,5,5,2,4,5,1,1,5,3,5,2,2,3,2,4,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,3,2,5,10,7,4,1,3,7,2,1,0,0,3
13745,974,Deodorant G,1,4,0,3,3,5,3,3,5,2,4,5,3,5,3,5,4,5,2,4,5,3,5,1,3,3,1,3,2,-1,0,0,0,0,0,,,,0,0,0,1,,0,,4,4,3,3,3,7,7,4,1,4,5,1,1,0,0,1
13746,974,Deodorant G,0,6,2,3,3,5,2,1,5,3,1,2,1,2,2,1,3,4,3,5,3,1,3,5,5,5,4,3,5,1,0,0,0,0,0,,,,0,0,0,1,,0,,4,2,1,1,5,8,2,4,1,2,3,2,1,0,0,3
13747,974,Deodorant G,0,5,1,3,4,5,4,2,5,4,3,4,5,4,4,1,4,5,3,5,3,2,4,1,2,3,3,1,1,2,0,0,0,1,0,,,,0,0,0,0,,0,,4,2,3,3,4,8,3,4,1,4,4,4,6,0,0,1
13748,974,Deodorant G,0,5,1,3,4,3,1,2,5,2,4,5,5,5,4,3,5,5,1,4,4,3,5,3,3,4,5,2,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,1,3,3,7,5,2,4,3,2,4,2,1,0,0,2
13749,974,Deodorant G,0,6,2,5,4,3,1,1,3,3,5,1,5,5,1,2,1,4,1,4,5,1,3,3,4,4,5,1,4,2,0,0,0,0,0,,,,0,0,0,0,,0,,4,4,3,1,7,10,2,4,3,3,2,1,4,0,0,1
13750,974,Deodorant G,0,5,0,3,1,3,4,1,4,1,4,3,3,4,4,3,2,5,1,5,3,4,2,4,5,4,4,4,5,1,0,0,0,0,0,,,,1,0,0,0,,0,,2,2,1,3,6,4,2,4,1,4,3,2,3,0,0,5
13751,974,Deodorant G,0,5,2,3,3,4,4,2,5,1,4,2,4,5,3,5,4,5,3,5,5,2,1,1,2,4,5,3,5,1,0,1,0,0,0,,,,0,0,0,0,,0,,4,2,1,3,3,7,3,4,2,5,2,2,1,0.5,0,1
13752,974,Deodorant G,0,6,0,3,4,4,2,1,3,2,5,5,3,5,4,1,4,3,1,2,3,4,5,3,5,3,5,5,1,0,0,1,0,0,0,,,,0,0,0,0,,0,,5,1,1,2,5,7,1,4,2,3,3,1,1,0,0,6
13753,974,Deodorant G,0,5,0,3,3,3,3,2,2,3,2,3,5,5,3,1,5,5,4,4,4,2,3,4,4,5,5,4,5,1,0,0,0,0,0,,,,0,1,0,0,,0,,3,1,3,2,7,10,5,4,4,3,7,2,1,0,0,3
13754,974,Deodorant G,1,4,0,5,2,3,2,2,3,2,4,5,5,5,5,3,5,3,2,4,5,2,4,2,5,5,4,5,3,0,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,3,2,4,8,6,4,3,4,3,4,1,0,0,5
13755,974,Deodorant G,1,2,0,3,5,3,4,2,2,2,5,5,3,4,5,5,5,5,1,1,3,5,3,3,4,3,3,4,1,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,4,3,1,7,10,1,4,1,3,6,1,3,0,0,3
13756,974,Deodorant G,1,2,0,3,3,4,5,2,4,2,1,4,5,1,4,1,1,4,1,5,2,2,5,4,5,4,4,3,2,2,0,0,0,0,0,,,,0,0,1,0,,0,,5,1,3,2,7,6,1,4,1,4,8,3,6,0,0,3
13757,974,Deodorant G,0,6,0,3,3,1,1,3,1,2,4,3,5,5,5,3,5,4,2,5,4,4,4,1,4,3,5,4,1,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,4,2,3,5,7,3,4,3,5,10,2,3,0,0,2
13758,974,Deodorant G,0,5,1,4,2,4,5,3,4,3,4,4,2,4,4,2,2,4,2,5,4,4,1,1,3,3,2,5,3,3,0,0,1,0,0,,,,0,0,0,0,,0,,4,5,1,3,3,9,2,4,1,3,8,3,1,0,0,3
13759,974,Deodorant G,0,6,1,3,3,1,5,3,3,1,5,5,5,5,3,5,3,4,1,2,5,1,5,5,4,5,3,5,4,-1,0,0,0,0,0,,,,0,0,0,0,,0,,1,2,3,1,6,8,2,4,1,4,6,2,2,0,0,5
13760,974,Deodorant G,1,4,1,1,1,4,3,3,3,3,5,4,3,5,4,1,5,5,3,1,3,1,3,3,4,5,2,4,1,1,0,1,0,0,0,,,,0,0,0,0,,0,,3,3,2,3,1,9,2,4,1,3,6,2,1,0,0,3
13761,974,Deodorant G,0,5,2,3,2,5,1,1,5,4,5,5,4,5,5,4,4,3,5,5,1,1,4,3,4,4,3,5,3,0,0,0,0,0,1,,,,0,0,0,0,,0,,5,5,3,2,5,7,2,4,2,4,5,1,1,0,0,4
13762,974,Deodorant G,1,4,2,3,3,2,4,1,5,2,4,1,1,5,3,3,5,4,2,5,5,3,4,3,1,3,3,4,5,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,5,3,2,1,2,2,4,1,2,8,1,5,0,0,1
13763,974,Deodorant G,0,5,2,3,5,5,3,2,1,3,5,5,4,5,1,4,4,5,2,5,5,5,3,5,4,3,2,2,4,2,1,0,0,0,0,,,,0,0,0,0,,0,,4,2,1,3,6,8,2,4,1,4,3,1,1,0,0,1
13764,974,Deodorant G,0,5,0,3,4,2,4,1,4,2,5,4,1,3,1,4,3,5,2,5,5,4,3,2,3,3,5,5,5,0,0,0,0,0,0,,,,0,0,0,0,,0,,3,1,3,3,6,10,2,4,1,2,3,2,1,0,0,3
13765,974,Deodorant G,0,6,2,5,1,5,3,2,4,5,5,5,5,5,4,4,4,4,5,4,5,4,1,2,3,5,5,4,3,3,0,0,0,0,0,,,,0,0,0,0,,0,,2,1,3,3,3,8,3,4,1,5,5,2,2,0,0,5
13766,974,Deodorant G,0,6,1,3,3,4,1,3,3,1,4,4,5,4,3,3,2,5,5,4,5,5,1,2,4,3,5,4,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,4,2,1,3,5,8,5,4,3,4,6,2,2,0,0,2
13767,974,Deodorant G,0,6,0,3,4,3,4,1,2,2,4,5,4,5,4,2,1,4,1,4,5,2,2,2,1,4,5,3,3,2,0,0,0,0,0,,,,0,0,0,0,,0,,4,1,3,3,6,8,6,4,1,4,7,3,1,0,0,1
13768,974,Deodorant G,0,6,4,5,2,5,3,2,5,1,4,3,5,4,3,5,1,4,1,5,5,1,2,3,3,2,2,4,5,0,0,0,0,0,0,,,,0,0,1,0,,0,,1,5,1,3,6,7,7,4,2,4,7,2,1,0,0,1
13769,974,Deodorant G,0,6,2,5,2,4,3,2,5,2,5,4,5,5,4,2,4,5,1,4,2,1,1,3,4,2,5,5,5,2,0,0,0,1,0,,,,0,0,0,0,,0,,4,5,1,1,7,9,4,4,1,3,9,2,1,0,0,1
13770,974,Deodorant G,0,7,1,3,4,5,4,1,2,4,4,5,3,5,2,5,4,1,2,5,3,4,1,4,4,2,2,3,5,2,0,0,0,0,0,,,,0,0,0,0,,0,,1,2,2,3,6,10,5,4,1,3,4,2,1,0,0,1
13771,974,Deodorant G,0,6,1,3,1,5,3,2,1,2,2,3,2,5,5,3,4,4,5,4,4,2,3,2,1,5,3,5,2,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,3,1,3,3,9,2,4,1,4,3,2,1,0,0,2
13772,974,Deodorant G,0,6,0,3,5,5,5,4,4,5,4,1,1,4,5,1,4,5,1,2,3,3,1,5,2,2,4,4,5,2,0,0,0,0,0,,,,0,0,0,0,,0,,4,5,3,1,5,7,2,4,2,4,4,1,1,0,0,3
13773,974,Deodorant G,0,7,1,3,3,1,4,2,5,3,4,4,3,5,3,1,2,3,4,4,5,2,2,1,2,4,5,5,3,4,0,0,0,0,0,,,,0,0,0,0,,0,,4,1,3,3,4,5,1,4,2,4,4,2,1,0,0,1
13774,974,Deodorant G,0,7,1,3,1,4,3,2,4,4,3,1,4,1,5,5,1,5,1,5,1,3,3,2,4,4,3,5,4,0,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,1,2,2,8,4,4,1,2,9,2,1,0,0,5
13775,974,Deodorant G,0,7,2,3,2,4,5,2,5,2,1,5,3,5,3,1,5,4,2,4,5,1,4,3,3,2,3,2,3,3,0,0,0,0,0,,,,0,0,0,0,,0,,1,2,3,2,6,10,5,4,3,2,3,2,2,0,0,6
13776,974,Deodorant G,1,3,3,5,1,4,1,2,4,4,5,5,5,5,2,2,5,5,1,4,4,4,4,4,5,5,4,5,2,2,1,0,0,0,0,,,,0,0,0,0,,0,,3,3,3,2,3,3,6,4,3,3,4,2,1,0,0,4
13777,974,Deodorant G,0,6,2,3,3,3,5,4,2,1,5,4,4,4,4,1,3,2,4,4,5,5,4,1,4,5,1,4,4,1,0,0,0,0,0,,,,1,0,0,0,,0,,2,4,2,1,2,8,3,4,2,3,2,3,3,0,0,1
13778,974,Deodorant G,1,1,1,3,1,5,5,5,3,2,5,3,4,4,3,4,3,1,1,4,5,4,1,2,5,4,4,1,2,1,0,0,0,0,0,,,,0,0,0,0,,1,,3,1,3,3,5,3,6,4,2,2,3,2,1,0,0,4
13779,974,Deodorant G,0,6,1,3,3,5,5,1,4,2,5,5,1,3,1,5,4,5,3,4,3,1,2,4,4,5,3,2,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,1,1,2,2,1,2,4,4,3,3,1,1,0,0,3
13780,974,Deodorant G,0,6,0,3,5,3,5,4,4,3,5,4,4,5,4,5,4,5,2,4,1,1,2,3,2,4,3,3,1,1,0,0,0,0,0,,,,0,0,0,0,,0,,4,4,3,2,7,4,5,4,1,2,2,1,1,0,0,2
13781,974,Deodorant G,0,6,0,3,4,3,5,1,5,5,4,3,4,5,3,4,5,3,1,4,5,4,3,5,3,5,3,5,4,0,0,0,0,0,0,,,,0,0,0,0,,0,,4,5,2,1,7,8,7,4,1,4,3,2,1,0,0,6
13782,974,Deodorant G,1,4,2,3,1,5,3,2,3,2,5,1,5,3,3,2,1,4,1,5,5,2,4,1,4,2,4,1,1,0,0,0,0,0,0,,,,0,0,0,1,,0,,4,4,3,1,6,3,2,4,1,2,5,2,2,0,0,2
13783,974,Deodorant G,1,2,2,3,1,3,2,2,4,1,5,3,4,4,5,3,5,1,1,4,4,3,1,3,4,5,3,4,1,0,0,0,0,0,0,,,,0,0,0,0,,0,,1,1,3,3,5,10,5,4,1,2,5,1,1,0,0,3
13784,974,Deodorant G,1,4,1,3,2,2,3,2,5,1,3,3,5,5,5,5,5,4,3,2,1,2,4,4,3,5,2,2,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,1,2,3,6,3,7,4,1,2,5,2,1,0,0,1
13785,974,Deodorant G,0,5,2,3,4,3,4,3,3,1,5,5,5,5,3,3,5,4,1,4,3,1,5,1,5,5,3,4,2,2,0,1,1,0,0,,,,0,0,0,0,,0,,4,4,3,1,6,1,2,4,4,4,2,1,1,0,0,1
13786,974,Deodorant G,0,6,1,3,4,5,4,3,3,1,5,5,4,4,4,5,4,5,1,3,1,2,1,3,4,4,3,3,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,2,4,3,2,7,7,2,4,1,4,3,2,2,0,1,1
13787,974,Deodorant G,0,6,2,5,1,4,5,2,4,3,4,5,4,5,5,1,2,5,1,3,5,2,4,5,3,4,4,3,4,1,0,0,0,0,0,,,,0,0,1,0,,0,,3,1,3,2,6,8,7,4,5,5,4,1,1,0,0,3
13788,974,Deodorant G,1,4,2,3,2,4,3,2,2,1,2,3,1,4,2,2,5,3,2,4,5,1,4,2,2,2,5,3,4,0,0,1,0,0,0,,,,0,0,0,0,,0,,4,3,1,3,4,8,7,4,3,3,4,1,1,0,0,2
13789,974,Deodorant G,0,6,2,3,1,1,4,5,2,2,5,5,2,5,4,1,5,5,2,5,1,2,4,1,2,2,3,1,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,1,2,1,7,8,5,4,1,2,9,2,1,0.5,0,3
13790,974,Deodorant G,0,5,2,3,4,1,4,2,4,2,3,3,5,4,3,1,4,4,1,3,5,3,1,4,3,5,5,4,3,3,0,0,0,0,0,,,,0,0,0,0,,0,,1,4,1,1,5,8,3,4,2,2,3,1,4,0,0,2
13791,974,Deodorant G,0,6,1,3,2,5,2,3,4,1,5,4,5,5,4,2,3,4,1,1,4,1,2,5,5,2,5,2,3,1,0,0,0,0,0,,,,0,0,0,0,,0,,5,2,3,3,5,7,2,4,1,3,2,1,5,0,0,3
13792,974,Deodorant G,0,6,0,3,5,4,3,3,5,1,2,2,5,5,1,2,4,4,1,5,5,1,5,4,3,4,5,5,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,1,4,1,3,7,9,7,4,3,3,3,1,2,0,0,4
13793,974,Deodorant G,0,5,3,4,4,2,4,3,3,2,3,1,4,4,5,4,2,5,1,5,3,5,5,2,4,4,3,3,2,1,0,0,0,0,0,,,,0,1,0,0,,0,,4,2,3,1,7,2,2,4,1,3,10,2,2,0,0,1
13794,974,Deodorant G,0,6,1,4,1,5,3,4,5,1,5,1,5,3,1,4,5,5,4,5,3,2,3,5,5,3,5,4,2,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,2,1,2,4,6,2,4,1,2,3,2,4,0,0,3
13795,974,Deodorant G,0,5,0,3,2,4,1,2,5,4,5,5,4,4,5,2,2,5,2,5,4,5,2,5,2,1,5,5,3,2,0,0,0,0,0,,,,0,0,0,0,,0,,5,5,2,1,6,10,2,4,1,3,4,3,1,0,0,6
13796,974,Deodorant G,0,6,0,3,4,1,1,1,4,2,5,2,4,1,3,3,4,3,4,3,4,4,1,2,4,4,5,4,4,1,0,0,0,0,0,,,,0,0,0,0,,0,,3,1,3,1,5,4,2,4,1,3,4,2,1,0,0,4
13797,974,Deodorant G,0,6,3,3,1,3,5,1,1,4,1,4,5,4,4,4,2,5,1,5,5,1,2,5,4,5,3,5,3,1,0,0,0,0,0,,,,0,0,0,1,,0,,4,1,1,1,4,3,7,4,5,3,5,1,1,0,0,2
13798,974,Deodorant G,0,6,2,3,4,5,3,3,1,1,2,4,4,3,1,3,5,5,1,5,5,2,3,3,4,3,2,3,4,0,0,0,0,0,0,,,,0,0,0,0,,0,,4,3,3,3,6,7,2,4,2,2,6,2,1,0,0,2
13799,974,Deodorant G,1,4,0,3,2,4,4,4,2,4,5,3,2,3,1,2,4,4,5,4,5,3,2,3,4,5,1,4,4,0,0,0,0,0,0,,,,0,0,0,1,,0,,5,5,3,2,6,8,3,4,1,5,7,1,1,0,0,3
